text,rating,label,clean_text,text_length
"Jelek banget , padahal baru donwlod twit gitu,pasti di suruh bikin akun dulu yakan,nah disitu pas mau daftar kenapa gak bisaaaa argh bikin jengkel 😤😡",1,negative,jelek banget donwlod twit gitu suruh bikin akun yakan situ pas daftar gak bisaa argh bikin jengkel,98
Twiter lancar,5,positive,twiter lancar,13
Video sering tidak Lancar,3,neutral,video lancar,12
Aku sangat suka aplikasi ini bener bener bagus,4,positive,suka aplikasi bener bener bagus,31
Bgus bnget..bisa cari tmen yg bnyak d sini..,5,positive,bgus bnget cari tmen yg bnyak d,31
Membantu bangat aplikasi nya,5,positive,bantu bangat aplikasi nya,25
Ok jon,5,positive,ok jon,6
"theres bug after i input my birthday date, now i cant use my twitter apps so i decided to delete Twitter..",1,negative,theres bug after i input my birthday date now i cant use my twitter apps so i decided to delete twitter,103
NIK gaka,5,positive,nik gaka,8
Kebanyakan bokepnya,1,negative,banyak bokepnya,15
Menarik bet,5,positive,tarik bet,9
Kurang ful film,5,positive,ful film,8
Yaps,3,neutral,yaps,4
Terlalu banyak updet jadi lambat,1,negative,updet lambat,12
Bukannya tmbh baik malah tmbh buruk..,1,negative,tmbh tmbh buruk,15
Yes bisa banyak tman bagus bagus Bagus bagus sangat bagus N,5,positive,yes tman bagus bagus bagus bagus bagus n,40
I ko,5,positive,i ko,4
Mengisi kegabutan,5,positive,isi kegabutan,13
"Twitternya ko jadi kyk gini ya ngk bagus bgt g kyk dlu, mohon diperbaiki lagi dan ini ngk bisa dibuka Twitternya 🙏 mohon perhatiannya Aku kasih bintang 2 aja",2,negative,twitternya ko kyk gin ya ngk bagus bgt g kyk dlu mohon baik ngk buka twitternya mohon perhati kasih bintang aja,111
Sekarang loading pic lama,1,negative,loading pic,11
kalian nonton bokep y di twitter?,5,positive,nonton bokep y twitter,22
"TWITTER KNP LEMOT BNGT ANYINGG, GUE GA ENJOY BACA AU NY COK",3,neutral,twitter knp lot bngt anyingg gue ga enjoy baca au ny cok,56
Jelek kalo liat video suka gabisa,1,negative,jelek kalo liat video suka gabisa,33
update malah lemooot payah,1,negative,update lemoot payah,19
"Sudah pernah coba, dan hasilnya bagus banget",5,positive,coba hasil bagus banget,23
WENE WARAK KEBY,5,positive,wene warak keby,15
"mencari pengelaman,untuk mengetahui apa yg dirahasian.",3,neutral,cari kelam yg dirahasian,24
bugusssss,5,positive,buguss,6
Tidak bisa memasukan kode verifikasi. Ada kesalahan teknis. Tolong diperbaiki,1,negative,pasu kode verifikasi salah teknis tolong baik,45
"kaga bisa log in ,parah...😡",1,negative,kaga log in parah,17
Kecewa sama versi baru,1,negative,kecewa versi,12
Jgn ada unsur judi.,4,positive,jgn unsur judi,14
this application is good but many errors occur in registering on Twitter please fix the Twitter team,3,neutral,this application is good but many errors occur in registering on twitter please fix the twitter team,100
Jelak lah konten yang saya sukai di batasi oleh Indonesia mengsedih saya!!!,1,negative,jelak konten suka batas indonesia mengsedih,43
Hapus auto refresh,1,negative,hapus auto refresh,18
masuk twitter muter terus ada gangguan katanya jdi ga bisa buka apa apa di twitter 🤧,1,negative,masuk twitter muter ganggu jdi ga buka twitter,46
ya gtu deh,5,positive,ya gtu deh,10
Tidak dapat memperbarui tweet mulu :(,1,negative,baru tweet mulu,15
Yukk bisa yuk. Fitur fleet dikembaliin🙃,5,positive,yukk yuk fitur fleet dikembaliin,32
"Bagus,siapa tau nanti ada yang pas",5,positive,bagus tau pas,13
Apaan pas daftar pake no sendiri malah gk bisa,1,negative,pas daftar pake no gk,21
Bangke emang nih aplikasi,1,negative,bangke emang nih aplikasi,25
Bagus dan sesuai,5,positive,bagus sesuai,12
"Tidak bisa Masuk dan Daftar akun baru, verifikasi nomor HP selalu gagal",4,positive,masuk daftar akun verifikasi nomor hp gagal,43
Cukup memberi info Dan hiburan,5,positive,info hibur,10
Code verifikasi nya lama bgettt kek siput,1,negative,code verifikasi nya bgett kek siput,35
"Butuh waktu lama untuk memuat suatu video Mohon diperbaiki, terimakasih",1,negative,butuh muat video mohon baik terimakasih,39
Hai namaku pia kok aku udah masukin akun sama sandi kok nggak bisa. lama instalnya. ini aplikasi kereeen aku suka mantap lahhh,5,positive,hai nama pia udah masukin akun sandi nggak instalnya aplikasi kereen suka mantap lahh,85
Keep it up!,5,positive,keep it up,10
bgs Aplikasi Twiter,5,positive,bgs aplikasi twiter,19
Kenapa susah login padahal email/nama pengguna serta password dah bener?,1,negative,susah login email nama guna password dah bener,46
Member,2,negative,member,6
Ky babi,1,negative,ky babi,7
"Lemot akun lama terblokir tiba"" ,buat akun baru udah kirim notif malah gak bisa",1,negative,lot akun blokir akun udah kirim notif gak,41
Heppy,5,positive,heppy,5
Lama untuk memperbarui semua tampilan di akun,3,neutral,baru tampil akun,16
Sudah Semakin Canggih Fiturnya,5,positive,canggih fiturnya,16
Sulit login ke akun lama,1,negative,sulit login akun,16
"Ayyysss masak iya pakek bahasa Inggris untuk nerima kode nya,kan ga semua orang bisa bahasa Inggris 😒aku kasih bintang satu aja biak kapok🤣",1,negative,ayyss masak iya pakek bahasa inggris nerima kode nya ga orang bahasa inggris kasih bintang aja biak kapok,105
Saya kasih dua bintang karena Banyak banget Yang sus ya plus ban yang sus,2,negative,kasih bintang banget sus ya plus ban sus,40
"lemot bngettttttttt, jaringan stabil tapi buka foto&video lelet",2,negative,lot bngett jaring stabil buka foto video lelet,46
"Teh beras merah, kerupuk buatan sendiri dan jasa website seo pakai ini",5,positive,teh beras merah kerupuk buat jasa website seo pakai,51
verifikasi ter lalu lama tot padah yg salah operator twiter bukan kita kita nungu kode nya lama bat dan coba lagi pencet kirim ulang malah nomer kita yg tidak dapat daftar kan padahal twiter nya yg lama hadh tot,1,negative,verifikasi ter tot padah yg salah operator twiter nungu kode nya bat coba pencet kirim ulang nomer yg daftar twiter nya yg hadh tot,131
Komentar dari para pengguna itu sangat berarti sekali Demi kemajuan aplikasi yang bersangkutan ketika direkomendasikan dari komentar atau keluhan dari pengguna tentu ini sebuah kebijakan publik yang harus direkomendasikan kira-kira begitu tentunya berharap terbaiknya pada aplikasi Twitter itu sendiri,3,neutral,komentar guna maju aplikasi sangkut rekomendasi komentar keluh guna bijak publik rekomendasi harap baik aplikasi twitter,120
Mantap aplikasi twiter,5,positive,mantap aplikasi twiter,22
kenapa ada pembatasan konten dewasa terus kak? padahal itu bukan foto yang macem macem loh,1,negative,batas konten dewasa kak foto macem macem loh,44
Seru bgt,5,positive,seru bgt,8
Menurut sy ini udah bagus kok bagi yg ngeluh ke refres itu ada pengaturan nya,5,positive,sy udah bagus yg ngeluh refres atur nya,39
Kenapa mengirim kode Verifikasi lama sekali ya?,1,negative,kirim kode verifikasi ya,24
"Mohon untuk updatenya di perbaikin lagi soalnya setelah update akun twitter saya tiba-tiba ilang lalu saya coba buat akun Tweet baru tapi selalu gagal katanya ""anda terlalu banyak mencoba, coba lagi nanti"" itu katanya karna itu saya jadi kesal jadi Mohon update ya lebih giat",1,negative,mohon updatenya perbaikin update akun twitter ilang coba akun tweet gagal coba coba karna kesal mohon update ya giat,116
Knp sekarang gak bisa di scroll sampe bawah,1,negative,knp gak scroll sampe,20
"Tidak bisa memverifikasi saat login,semakin buruk setelah update",1,negative,verifikasi login buruk update,29
Praktis dan Sangat Membantu,5,positive,praktis bantu,13
saya sangt stuju dngn apliksi ini,3,neutral,sangt stuju dngn apliksi,24
Nadirah,5,positive,nadirah,7
Mntp...bisa membantu info yg cpt,4,positive,mntp bantu info yg cpt,22
"suka, keren",5,positive,suka keren,10
Suka krna bnyak video2 menarik,5,positive,suka krna bnyak video tarik,27
Tbtb akun ke kunci pdhl ga ngapa ngapain. Buruk,1,negative,tbtb akun kunci pdhl ga ngapa ngapain buruk,43
"Buruk sekali !! Mau login saja tidak bisa, menunggu kode tapi tidak ada masuk, buruk sekali login nya !",1,negative,buruk login tunggu kode masuk buruk login nya,45
Biadab,3,neutral,biadab,6
Saling memandu,5,positive,pandu,5
"Gajelas bgt ni app masa iya ga bisa pke no telepon saat ini,gjlasss",1,negative,gajelas bgt ni app iya ga pke no telepon gjlass,47
"Mengecewakan nunggu verivikasi kok lama uda kirim bolak balik nomor tetep gak bisa masuk , auto langsung copot ganti hago , daftar verivikasi lancar kok , verivikasi mobile legends juga lancar , twitter doank ribet",1,negative,kecewa nunggu verivikasi uda kirim bolak nomor tetep gak masuk auto langsung copot ganti hago daftar verivikasi lancar verivikasi mobile legends lancar twitter doank ribet,171
"ini kenapa sih gabisa play video, kalo di play jg suaranya gak ilang ilang.",1,negative,sih gabisa play video kalo play jg suara gak ilang ilang,56
Akun saya ditangguhkan tiba tiba. Tidak bisa mengajukan banding karena saya rasa 2x24 jam sebelum ditangguhkan saya tidak membuat tweet ataupun reply tweet orang. Aneh sekali. Tidak bisa buat akun baru juga.,1,negative,akun tangguh aju banding x jam tangguh tweet reply tweet orang aneh akun,72
"Sekarang twitter lemot kalau liat video dan foto. Taik nih.. Malah enak facebook Yuk rame2 kita bikin bintang 1 supaya twitter berbenah.. Video, foto sekarang lemot",1,negative,twitter lot liat video foto taik nih enak facebook yuk rame bikin bintang twitter benah video foto lot,102
"Twitternya sangat buruk, ketika saya ingin upload postingan selalu minta diperbaharui, padahal ini saya sudah perbaharui yg terbaru",1,negative,twitternya buruk upload postingan baharu baharu yg baru,55
Loading menjadi sangat lama padahal sinyal lancar. Memutar video kebanyakan buffering. Flop 👎. Tolong perbaiki lagi.,1,negative,loading sinyal lancar putar video banyak buffering flop tolong baik,67
"ga,terlalu bagus sii tapi yaudh lah banyakin dipetbaiki yaaa",3,neutral,ga bagus sii yaudh banyakin dipetbaiki yaa,42
Lebih suka Twitter jaman dulu,1,negative,suka twitter jaman,18
Enak bisa nonton gay,5,positive,enak nonton gay,15
Leh uga,5,positive,leh uga,7
Verry awesome app 🌟🌟🌟🌟🌟,5,positive,verry awesome app,17
Maaf ko vidiony macet² ya pdahl sinyalny bagus,2,negative,maaf ko vidiony macet ya pdahl sinyalny bagus,45
Kuran baik,5,positive,kur,3
"Padahal Cuma di Hapus Sebentar Twiter nya Pas di download Lagi Gak Bisa Login,Dari semalam Udah Beberapa Kali di Coba Tetep Gak Bisa🙏",1,negative,hapus sebentar twiter nya pas download gak login malam udah kali coba tetep gak,79
Muantap tapi kadang rada ngelag padahal sinyal bagus,5,positive,muantap kadang rada ngelag sinyal bagus,39
Ngasih notif email isinya okep semua anjirr malu2in,1,negative,ngasih notif email isi okep anjirr maluin,41
Pornoygba yak,1,negative,pornoygba yak,13
Membantu dalam menyaring informasi,5,positive,bantu nyaring informasi,23
Lumayan Bisa berbagi dan mencari berita,4,positive,lumayan bagi cari berita,24
user interface nya semakin mantap 👍,5,positive,user interface nya mantap,25
"Twitter udah ngga asik, isinya orang jualan semua, dari yg rekomendasi bla bla bla sampe yg jual diri, belum lagi video yang ngga ada suara dan bug lainnya 👎👎",1,negative,twitter udah ngga asik isi orang jual yg rekomendasi bla bla bla sampe yg jual video ngga suara bug,99
Knpa sii daftar ajaa susah selalu tidak dapat mendaftarkan no ini terus aja gitu smpe gw hapus download lagi tpi ending nyaa gagal terusss,1,negative,knpa sii daftar ajaa susah daftar no aja gitu smpe gw hapus download tpi ending nyaa gagal teruss,97
"Beritanya up to date, cuma rawan diblokir..",5,positive,berita up to date rawan blokir,30
"Tolong tambahkan fitur penyaring timeline sehingga user bisa memilih Twitt apa saja yang ingin tampil di timeline contoh : 1.hanya menampilkan tweet teman (tanpa ada twitt rekomendasi, retweet / akun profesional publik) 2.hanya menampilkan media (berformat video), dan jenis lainnya. Tambahkan fitur voice note di Twitter versi android dan juga tolong buat space lebih hemat dalam penggunaan paket data karena sangat menguras data kuota saat digunakan terimakasih semoga direalisasikan",4,positive,tolong tambah fitur nyaring timeline user pilih twitt tampil timeline contoh tampil tweet teman twitt rekomendasi retweet akun profesional publik tampil media format video jenis tambah fitur voice note twitter versi android tolong space hemat guna paket data uras data kuota terimakasih moga realisasi,301
Test dl,5,positive,test dl,7
"bagus,bisa memembantu ku agar tidak stres dan bunuh diri☺️👍",4,positive,bagus bantu ku stres bunuh,26
Vidio yang keluar kadang terlalu singkat hanya beberapa detik dankadang gambar nya gelap,5,positive,vidio kadang singkat detik dankadang gambar nya gelap,53
Oooomagat,5,positive,oomagat,7
Media sosial paling jelek yg pernah ada baut konfirmasi aja lamanya gila bener,1,negative,media sosial jelek yg baut konfirmasi aja gila bener,52
Ajg lama bnget lodingnya setelah gue update,1,negative,ajg bnget lodingnya gue update,30
"Twitter sekarang buat liat foto sama vidio lama, padahal jaringan internet bagus",2,negative,twitter liat foto vidio jaring internet bagus,45
Salaman,5,positive,salam,5
Difficult to login,1,negative,difficult to login,18
Jdi ribet twitter,1,negative,jdi ribet twitter,17
Lumayan nagus,3,neutral,lumayan nagus,13
Epic.,5,positive,epic,4
Kenapa twitterku ada kesalahan teknis? Pdahal udah diupdate. Kalau udah bener aku bakal kasih bintang lagii.,1,negative,twitterku salah teknis pdahal udah diupdate udah bener kasih bintang lagi,73
Kenapa twiter kalau di dowload lama bgt,2,negative,twiter dowload bgt,18
Terimakasi,1,negative,terimakasi,10
"tidak pernah bener, error mulu. jaringan kecang masih aja error",1,negative,bener error mulu jaring cang aja error,38
"Bermanfaat,,memberikan banyak wawasan tambahan",4,positive,manfaat wawas tambah,20
"Akun saya dikunci hanya karena kesalahan input tanggal lahir bodoh, Proses verifikasi terlalu berbelit-belit, apa maksud kalian",1,negative,akun kunci salah input tanggal lahir bodoh proses verifikasi belit belit maksud,79
Aku sukah aplikasih ini,5,positive,sukah aplikasih,15
Bnyak info penting yg dpt mnmbah wawasan diberbagai bidang. Meskipun masih ada saja info receh (hoax) yg menyesatkan.,4,positive,bnyak info yg dpt mnmbah wawas bagai bidang info receh hoax yg sesat,68
Kok lambat ya habis update?,1,negative,lambat ya habis update,22
Recomended social media👍,5,positive,recomended social media,23
Ya sangt mmbantu tuk jualan online di twitter,5,positive,ya sangt mmbantu tuk jual online twitter,40
Ora iso dibanding bandingno.,5,positive,ora iso banding bandingno,25
Pokoke panggah oke,5,positive,pokoke panggah oke,18
"Good social network, love tweet 💗🙏",5,positive,good social network love tweet,30
"Bermanfa,at",5,positive,bermanfa at,11
"gatau knapa saat lagi enak"" secrol eh malah ke refres bagi ku si mengganggu banget jadi kurang nyaman :)",1,negative,gatau knapa enak secrol eh refres ku si ganggu banget nyaman,60
bug nya dibenerin lagi dek,1,negative,bug nya dibenerin dek,21
Aplikasi terubet dari semua aplikasi yang ada setiap masuk minta kode referal mulu,1,negative,aplikasi ubet aplikasi masuk kode referal mulu,46
"maaf ini kenapa pas saya baru buka aplikasi twitter nya kan di suruh verifikasi no telpon,padahal no yang saya masukan sudah benar tapi sms kode verifikasi nya tidak terkirim kirim,mohon penjelasan nya.",1,negative,maaf pas buka aplikasi twitter nya suruh verifikasi no telpon no masuk sms kode verifikasi nya kirim kirim mohon jelas nya,122
Bisa nambah ilmu,4,positive,nambah ilmu,11
Gabisa masuk akun kzl bgt,1,negative,gabisa masuk akun kzl bgt,25
"Buffering terus ketika pemutaran video, padahal koneksi stabil untuk youtube 1080p",1,negative,buffering putar video koneksi stabil youtube p,46
"Twitter bagus, di semua informasi cepat pada tiap peserta ya kita ikuti, tingkat keamanan baik.",5,positive,twitter bagus informasi cepat serta ya ikut tingkat aman,56
Error dan leg,1,negative,error leg,9
Saya susah login ke twitter nya,1,negative,susah login twitter nya,23
Yang download cuman pen liat akun bjorka 👌,5,positive,download cuman pen liat akun bjorka,35
Dapat mengupdate info terkini,5,positive,mengupdate info kini,20
Gw selalu menemu kan yaoi atau (boy lovers),3,neutral,gw temu yaoi boy lovers,23
Kenapa di HP saya tidak bisa di instal?,1,negative,hp instal,9
Jangan donlwod aplikasi ini jelek..... Tapi boong wkwkwk,1,negative,donlwod aplikasi jelek boong wkwkwk,35
"Nunggu loadingmya bisa sambil naik haji Edit: tadinya bintang 3, tapi kurangin jadi 1 karena ternyata lebih buruk",1,negative,nunggu loadingmya haji edit bintang rangin buruk,48
Bgus skli Twitter nya,5,positive,bgus skli twitter nya,21
